"codigoEmpLobby","empresaLobby","codigoActivo","activo","tipoActivo","codigoAudiencia"
"ff7c88f6822a558ae1ac760794de6f17","S/I","1e2b2fe624c250d51dc01e727a5983e3","Marisol Ramírez Fuentealba Ramírez Fuentealba","Gestor","nr002159161"
"ff7c88f6822a558ae1ac760794de6f17","S/I","c450fd707bf95ae6a6000c6c75ece0f0","MARIA ELENA ARAVENA NAVAROO","Gestor","nr002159751"
"ff7c88f6822a558ae1ac760794de6f17","S/I","6aec3eb9bea15cb55c1375f1c762adb9","Rafael Harvey","Gestor","nr002157471"
"ff7c88f6822a558ae1ac760794de6f17","S/I","3c4c81e78d0dfa360132b792c35bcd24","SYLVIA MORELIA SAAVEDRA ESPINOZA","Lobista","nr002159581"
"ff7c88f6822a558ae1ac760794de6f17","S/I","ffeb38a965f405f15d36876b2090b72c","RAFAEL FIGUEROA  ULLOA","Gestor","nr002159291"
"ff7c88f6822a558ae1ac760794de6f17","S/I","dda41ce218a97e446f0653f67e0376ae","PAOLA CONTRERAS HERNANDEZ","Gestor","nr002159311"
"ff7c88f6822a558ae1ac760794de6f17","S/I","e80759fe4b4a5c93fa97ebf18248a10f","Evelyn Mora Gallegos","Gestor","nr002158751"
"ff7c88f6822a558ae1ac760794de6f17","S/I","400bc51bc2713815e8d94db862645b02","ANDRES CORRAL MACIAS","Gestor","nr002158831"
"ff7c88f6822a558ae1ac760794de6f17","S/I","6aec3eb9bea15cb55c1375f1c762adb9","Rafael Harvey","Gestor","nr002158261"
"ff7c88f6822a558ae1ac760794de6f17","S/I","d43ec29781e6e4de2a85c57f6774c861","Peter Wammes","Gestor","nr002159741"
"ff7c88f6822a558ae1ac760794de6f17","S/I","affa8a33d0615283dc650cf24f710cb9","Ricardo Briggs Luque","Gestor","nr002159901"
"ff7c88f6822a558ae1ac760794de6f17","S/I","fff6c916cc4bdcdebd2ff092254b152d","CRISTIAN ARANCIBIA OTEI","Gestor","nr002160121"
"ff7c88f6822a558ae1ac760794de6f17","S/I","e02942d75520b7d0d741e676a2e6f8f8","Mauricio Ugarte González","Gestor","nr002159271"
"ff7c88f6822a558ae1ac760794de6f17","S/I","be4151d5bc52207313e1ac30e6f9e216","José Luis Fuentes Arias","Gestor","nr002159481"
