"codigoEmpLobby","empresaLobby","codigoActivo","activo","tipoActivo","codigoAudiencia"
"7507073kr","CONSTRUCTORA PEDRO ARRIAGADA FICA","f745b15d9b12166557b9aad4868c25a9","PEDRO ARRIAGADAFICA","Gestor","ap0014074211"
"76497851kr","HERRERA ROSENBERG SPA","d55010b051dde4d7e0fa60bb0bc2aad8","Sebastián Rodoni Palma","Gestor","mu3084058401"
"767721722r","Consultora inHouse SPA","5783f474ed97e13be1f8921ed9fbc1dc","Stephan Alexis Jarpa Cuadra","Gestor","ao0014082501"
"767721722r","Consultora inHouse SPA","5783f474ed97e13be1f8921ed9fbc1dc","Stephan Alexis Jarpa Cuadra","Gestor","ao0054081541"
"768877521r","Gansu DX Chile Spa","5e844a5c566c09d790bb5d8e30431661","Xin Guo","Lobista","au0034090111"
"768877521r","Gansu DX Chile Spa","e74cfe11cd0532fdc88a544a9fae7ecd","zhiqiang wang","Lobista","au0034090111"
"761365452r","DIAVERUM SERVICIOS RENALES","f9eb5ce925b6e66781b988f45a10d6be","Rodrigo Fernandez","Gestor","ao0114089781"
"941410006r","DERCO S.A.","ca43ec0fea0138bb0b66381593c3e6ad","Matias Andreani Valente","Gestor","ah0094093201"
"941410006r","DERCO S.A.","a4aa19afef8722d2c978af2050c3b849","Thibaud Aymeric","Gestor","ah0094093201"
"941410006r","DERCO S.A.","b632dccb9f79c499f3e7d8c17b12b4c1","Paola Covarrubias Urbano","Gestor","ah0094093201"
"65171561kr","Fundación EBI@ LAB","37f1d3e7cb1a52172f660e2eba903413","RODE ERWIN OBREQUE VILLEGAS","Gestor","ar0044084201"
"763994007r","Cleanairtech Sudamerica S.A.","ceeab403cd6f99c880a2be880670c8ca","Jose Alfredo González Martínez","Gestor","ao0284070911"
"763994007r","Cleanairtech Sudamerica S.A.","ceeab403cd6f99c880a2be880670c8ca","Jose Alfredo González Martínez","Gestor","au0024085671"
"763994007r","Cleanairtech Sudamerica S.A.","ceeab403cd6f99c880a2be880670c8ca","Jose Alfredo González Martínez","Gestor","aw0044068741"
"76616627kr","Inmobiliaria La Puntilla de Villarrica SpA","008b54f01c8777b9bcccbfaedef4815b","Jorge Rafael Morel Bulicic","Gestor","aw0044064651"
"76616627kr","Inmobiliaria La Puntilla de Villarrica SpA","008b54f01c8777b9bcccbfaedef4815b","Jorge Rafael Morel Bulicic","Gestor","aw0044094261"
"76616627kr","Inmobiliaria La Puntilla de Villarrica SpA","6388c980b82061029961347cf21ed0e1","Andrés Garcia Lores","Gestor","aw0044064651"
"76616627kr","Inmobiliaria La Puntilla de Villarrica SpA","6388c980b82061029961347cf21ed0e1","Andrés Garcia Lores","Gestor","mu2304070401"
"768578427r","TRANSIT SPA","053d5e179d88abbd050ab90cfab0d19c","ALEJANDRO SCHMIDT GARIN","Gestor","an0014087081"
"56054040kr","Comunidad Loteo Los Libertadores","31fc3623dbbd19517be690b198420971","FERNANDO HORACIO COTRONEO RODRIGUEZ","Gestor","mu0574109681"
"755244007r","Comunidad Atacameña Sequitor y Checar","7c37f9dfd2689fd24ccd737dc642687a","Sergio Chamorro Avilés","Gestor","ab0084100521"
"76497770kr","Trandata","a65191cbbfb973151027d0e7366a15c6","Alina Ines Garate Vergara","Gestor","ad0064073371"
"151771769r","eduardo","121f49faf3dbc750407849be97e3598d","eduardo andrades alvarez","Gestor","mu1054062031"
"114567302r","riverambiente@gmail.com","bcdb7a3d1e614ed6cb7366806597087e","monica rivera","Lobista","aw0034078111"
"59194620kr","COLAS RAIL ESTABLECIMIENTO PERMANENTE","7a7d5a2f62645aef50202342c5749062","Luc Stéphane Jean Rodriguez","Gestor","am0144112851"
"762964287r","AR ALENA SPA","bca0ffbc4f9cef8973f977a05ab26000","Magdalena Reyes","Gestor","am0064083311"
"762964287r","AR ALENA SPA","bca0ffbc4f9cef8973f977a05ab26000","Magdalena Reyes","Gestor","am0104069701"
"9664018605r","inmobiliaria PY","c16964305530f7ba81e01a3b71b4cbb8","CLAUDIO BARROS MONTENEGRO","Gestor","mu0344089861"
"144091833r","ANTONIO FAUNDEZ UGALDE","35195531b7e16bca0363c4751edf3fba","Antonio Faúndez Ugalde","Gestor","ao0054062791"
"255578944r","Sociedad de Servicios Educacionales y de Formación","5d1aee45aca3175b86fb01e8add3659d","Ligia Elena Sarmiento Gómez","Gestor","ao0094086581"
"765645808r","Surlat Comercial","50375275c30c4abce1707cee1fb7560b","Karla Estefania Guajardo Donoso","Gestor","mu0994070341"
"767492669r","Rondasur Ltda.","d055f7df2e8d123784f9d0c8973e1675","Gonzalo Correa Mora","Lobista","au0024088461"
"136662r","Vidal Vademecum","09b9b3c5bbb21285bc50f99550a220f2","Olivia Isabel Quiroga Castañeda","Lobista","ao0114089801"
"760468711r","Diseño y Desarrollo Visualmente SPA","70ead8bb253329aba00ffbf8320e16af","Cristian German Olavarria Perez","Gestor","ad0234071411"
"760468711r","Diseño y Desarrollo Visualmente SPA","70ead8bb253329aba00ffbf8320e16af","Cristian German Olavarria Perez","Gestor","ae0044089701"
"760468711r","Diseño y Desarrollo Visualmente SPA","70ead8bb253329aba00ffbf8320e16af","Cristian German Olavarria Perez","Gestor","ai0054067641"
"760468711r","Diseño y Desarrollo Visualmente SPA","70ead8bb253329aba00ffbf8320e16af","Cristian German Olavarria Perez","Gestor","ak0044101741"
"760468711r","Diseño y Desarrollo Visualmente SPA","70ead8bb253329aba00ffbf8320e16af","Cristian German Olavarria Perez","Gestor","al0074065581"
"760468711r","Diseño y Desarrollo Visualmente SPA","70ead8bb253329aba00ffbf8320e16af","Cristian German Olavarria Perez","Gestor","al0074068651"
"760468711r","Diseño y Desarrollo Visualmente SPA","70ead8bb253329aba00ffbf8320e16af","Cristian German Olavarria Perez","Gestor","aw0024101801"
"760468711r","Diseño y Desarrollo Visualmente SPA","70ead8bb253329aba00ffbf8320e16af","Cristian German Olavarria Perez","Gestor","aw0044113611"
"760468711r","Diseño y Desarrollo Visualmente SPA","70ead8bb253329aba00ffbf8320e16af","Cristian German Olavarria Perez","Gestor","co0014066301"
"76266917kr","Avifel Gestión Inmobiliaria SPA","bcad803315cb3d3d1c4b6f8d9ba8e373","IVAN SILVA F","Gestor","ap0084074661"
"765808537r","AR PAMPA SPA","6bb88e56c4d64d4c0665524da3962f08","DENISSE CASTILLO","Gestor","aq0014110431"
"77011330kr","Amisoft","06d3e82ef6e08b77418b8673588576e5","René Vidal","Gestor","mu1474082671"
"77011330kr","Amisoft","06d3e82ef6e08b77418b8673588576e5","René Vidal","Gestor","mu1734083121"
"77011330kr","Amisoft","06d3e82ef6e08b77418b8673588576e5","René Vidal","Gestor","mu3054093001"
"770782341r","equipamiento para vehiculos umes limitada","799c2c54a0be690c6c3e5c238a556023","Juan Carlos Martinez Blanco","Gestor","ar0034054461"
"947160001r","Renta Nacional Compañia de Seguros de Vida S.A.","a2b3ff647c590d5bfa2596d84205db5c","Lorena Rodriguez Valenzuela","Gestor","aw0044094061"
"947160001r","Renta Nacional Compañia de Seguros de Vida S.A.","126f733dce5b03099169319402294a1b","Maria Belén Rojas Videla","Gestor","aw0044058921"
"947160001r","Renta Nacional Compañia de Seguros de Vida S.A.","126f733dce5b03099169319402294a1b","Maria Belén Rojas Videla","Gestor","aw0044094061"
"76515989kr","ESPACIOS VERDES Y DEPORTIVOS SPA","12d2086d406f22f266dec29c00bbb793","PAULO RICARDO ROZAS VÁSQUEZ","Lobista","ap0174064771"
"650453174r","Cía MB2","3edaf549ad94750563a311ca428dff3e","María Imperio Robles Pavez","Gestor","aq0014077451"
"764403347r","Guadalupe Solar SpA","f1fa445afc548cf238af422d944671c8","Gloria Echeverría Cádiz","Gestor","ap0014106071"
"768967563r","Wind 1 SPA","c18b40ae0fbbe5e919e6bf616e9c7c70","Paul HOHF RIVEROS","Gestor","aw0044092001"
"159208885r","Carlos Valenzuela Retamal","11aa728dfb2120ba586f63327011af2e","Carlos Eduardo Valenzuela Retamal","Gestor","ab0814083851"
"531199502r","Comunidad Agricola La Herradura","04cec0479e04dbb1f6345807217c0f7c","Andrés Alejandro Muñoz González","Gestor","mu0674062261"
"769756264r","3 MW SPA","bb617bdd15c9970a0dedc2a6203f1ea7","JOSE ANTONIO MATURANA","Gestor","ar0034099861"
"769756264r","3 MW SPA","bb617bdd15c9970a0dedc2a6203f1ea7","JOSE ANTONIO MATURANA","Gestor","mu3004091421"
"764229126r","Ecos Chile SPA","bd0a0e80bd7bdb98ccbfa45a86a24c04","Iván Honorato","Gestor","aw0034102051"
"764229126r","Ecos Chile SPA","56df3497fbb7021ca688f557fc77f9e6","Ivonne Quintana","Gestor","aw0034102051"
"765203376r","INGG SpA","a5d8e6c45f1591dc28fa14b9ea46e6b1","Eduardo Andrés Tapia Mazzo","Lobista","am0104071581"
"800489008r","Laboratorios Valma S.A.","4bb50d00e860b6843ab43f8eefeb2f4d","Cristian Parra","Gestor","ao0054065761"
"800489008r","Laboratorios Valma S.A.","c99bef670ba8b333047f1983b87d49b1","Pablo Peñafiel","Gestor","ao0054065761"
"12489249kr","Droguería Golden Frost","91a4051329d77657963868e4f866fa4d","Ana Loreto Zamora Aguilar","Gestor","ao0054093411"
"76007019kr","Inmbiliaria Lampa Oriente S.A.","6da86ffca4991239817255d118219ec5","Sebastián Serrano","Gestor","ap0014078001"
"760200905r","ARAYA Y COMPANIA ABOGADOS S.A.","feaff1f5518ac5ae45284da20142a9b9","Sebastián Alejandro Leiva Astorga","Gestor","aw0034056911"
"761376640r","Duo S.A.","90343809478a038b80baf1bd119c923e","Matías Felipe Palau Guzmán","Gestor","ah0084054151"
"761376640r","Duo S.A.","ade10fabb6176d44a472c4a9cf659e3a","Gonzalo Osorio Bascuñán","Gestor","ah0084054151"
"761660144r","Algenis SpA","79b4f4c7969f0bf62324d978c390badb","Erick Araya","Lobista","ao0014063401"
"761660144r","Algenis SpA","d9ae80e748272a8d7ce88aeee6efa955","Lorena Constanza Sigala Orellana","Lobista","ao0014063401"
"761660144r","Algenis SpA","3c51e40b46848134859f2258a595d610","Luciano Diaz","Lobista","ao0014063401"
"763114872r","MUNDO SUR SPA","f06b749e6708da6542dc706daab67167","Gert Mario Frank Sepúlveda","Gestor","aw0034078111"
"763114872r","MUNDO SUR SPA","f06b749e6708da6542dc706daab67167","Gert Mario Frank Sepúlveda","Gestor","mu3164113571"
"766541151r","Proyectos e Inspección Técnica de Obras RESCALAT Limitada","15df487a7eda06837af49d6e7d92a98e","EDUARDO ESCALA TAMPE","Gestor","ap0014076171"
"766541151r","Proyectos e Inspección Técnica de Obras RESCALAT Limitada","9934df25a9fdf93852fef076c1187d58","Carlos Sepulveda","Gestor","ap0014076171"
"766541151r","Proyectos e Inspección Técnica de Obras RESCALAT Limitada","c76463599d91b26dcf83bb4f0048ac11","Daniel Hernandez","Gestor","ap0014076171"
"767662270r","Redenor SA","0f3780e33a131cbf8f8f6edf31b2e930","Ricardo Leon","Gestor","ad0084096531"
"767662270r","Redenor SA","526b2802e0785571a33210a4055a6a35","FELIPE ALEJANDRO ANDRADE GORIGOITÍA","Gestor","aq0014049321"
"767662270r","Redenor SA","abf52558781db391e56d0954423ee891","Carolina Patricia Donoso Donoso","Lobista","ad0084096531"
"774418709r","SUEZ","a1abd0f9862dac36092aa750e25012f8","Ximena Coopman","Gestor","am0144106591"
"774418709r","SUEZ","96692128d3dbc33f6753430b9d941ff3","NATACHA CERECEDA GONZALEZ","Gestor","am0144106591"
"144852923r","ENJOY CASINO","4b2a59254e997b886cdbba4a7bcfd9eb","CONSTANZA DALPOZZO CERDA","Gestor","mu2304088791"
