"codigoEmpLobby","empresaLobby","codigoActivo","activo","tipoActivo","codigoAudiencia"
"767662270r","Redenor SA","4d92eedcd67c677212b1dc6b6aa07735","RUBEN LOBOS","Gestor","au0024055771"
"765133807r","InterSystems Chile Ltda.","53bdc96e0cd1d13f410e24c80180df3d","Víctor Fabricio Inostroza Cáceres","Lobista","ao0234046721"
"965057609r","Colbún S.A.","d8a4b42be9a41402165092c51b7aa113","José Miguel Trabucco Bolocco","Gestor","aw0024051561"
"967565407r","bbraun medical spa","de3aedb1755ca0faf4a8716b2ed0ed85","Mario Alvarado Soto","Gestor","ao0234046711"
"761137344r","Pharmatech >Spa","d54dda9aaab6b284e4265436d2266767","Luis Santa María","Lobista","ao1094078861"
"784069400r","Iglesis Arquitectos Ltda.","7b9c69a42fec5caa4ef50e836770b581","Jorge Leon Iglesis Guillard","Gestor","mu3354081771"
"ff7c88f6822a558ae1ac760794de6f17","S/I","1c4b12dc071ee853f34df173675b20b7","Alvaro Florez","Gestor","nr00279581"
"ff7c88f6822a558ae1ac760794de6f17","S/I","9577060ffdfe2219b8ccd1ad6790910d","DAVID ENRIQUE DIOCAREZ CATALAN","Gestor","nr00271661"
"ff7c88f6822a558ae1ac760794de6f17","S/I","a26806dce7582b03501d36e35f6de3e9","SinInformacion SinInformacion","Gestor","nr00281071"
"ff7c88f6822a558ae1ac760794de6f17","S/I","a6ef3e9a0a45eec5bd99bd3e4dbda2f6","Luis Morales Valenzuela","Gestor","nr00272301"
"ff7c88f6822a558ae1ac760794de6f17","S/I","d09ce5ab355d4950084f4c811ac70671","ALEJANDRO  VERGARA BLANCO","Gestor","nr00272781"
"ff7c88f6822a558ae1ac760794de6f17","S/I","f3613026f822f26d0abe63fe01bb24eb","Nicolás Sánchez López","Gestor","nr00272601"
"ff7c88f6822a558ae1ac760794de6f17","S/I","001aa8541cee8575118c1f69d95ac832","MARIO JORQUERA RODRIGUEZ","Gestor","nr00274061"
"ff7c88f6822a558ae1ac760794de6f17","S/I","02c9540b4335d2e0157844523bc32486","LUIS LUNA  CORNEJO","Gestor","nr00276091"
"ff7c88f6822a558ae1ac760794de6f17","S/I","03f1d8b1a6824d0441c0e887dc5ff681","TAMARA DIANNE DONOSO PALLAHUALA","Gestor","nr00272001"
"ff7c88f6822a558ae1ac760794de6f17","S/I","082e1d02b5b4695be060a2f4cacbff0f","DANIELA  SILVA BILBAO","Gestor","nr00274881"
"ff7c88f6822a558ae1ac760794de6f17","S/I","0a5f7defd3c2ebed8eb779e965cf37b3","Andres Bazán","Gestor","nr00274941"
"ff7c88f6822a558ae1ac760794de6f17","S/I","0c3857457b5fc0df1d50df1df934b005","LORETO PATRICIA CAMPUSANO  SARAVIA","Gestor","nr00273651"
"ff7c88f6822a558ae1ac760794de6f17","S/I","0c4a66e054615d5ec226e0ff96db3124","OCTAVIO ASCENCIO SARPI","Gestor","nr00276831"
"ff7c88f6822a558ae1ac760794de6f17","S/I","0f33c3c24f2763969db9ec00161d9b9d","JORGE ANDRES ORREGO CONTRERAS","Gestor","nr00279781"
"ff7c88f6822a558ae1ac760794de6f17","S/I","115828bb95479cf6f1f4c43b42325c2e","Patricio Alejandro Flandez Flandez","Gestor","nr00273051"
